backend,policy,query_id,canonical_intent_id,language,recoverability,split,task_type,domain,action,reason_code,intent_exact,committed_wrong,retrieval_calls,source_calls,steps,unknown_score,gate_route,complexity_score,ambiguity_score,open_set_score,latency_ms,gate_ms,retrieval_ms,candidate_generation_ms,belief_update_ms,policy_ms,compute_proxy
bm25,fast_only,wdi_000002_d0_pt,wdi_000002,pt,DATA_UNAVAILABLE,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.278063,0.760211,0.0,0.3701000241562724,0.06220000796020031,0.10659999679774046,0.1300000585615635,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d0_en,wdi_000003,en,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.34819997381418943,0.05800009239464998,0.08579995483160019,0.13019994366914034,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d2_en,wdi_000003,en,SOURCE_RECOVERABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,0.3412999212741852,0.053600058890879154,0.08389994036406279,0.13239996042102575,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d3_en,wdi_000003,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,0.2938000252470374,0.04980002995580435,0.06180000491440296,0.11490005999803543,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d5_en,wdi_000003,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.2823000540956855,0.04379998426884413,0.05789997521787882,0.11440005619078875,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d0_pt,wdi_000003,pt,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.3649999853223562,0.0673000467941165,0.08679996244609356,0.1403999049216509,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d0_en,wdi_000004,en,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.33840001560747623,0.05680008325725794,0.08549995254725218,0.12809992767870426,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d2_en,wdi_000004,en,SOURCE_RECOVERABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,0.3551999107003212,0.06959994789212942,0.08549995254725218,0.13120006769895554,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d3_en,wdi_000004,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,0.2949000336229801,0.050600036047399044,0.0619000056758523,0.11549994815140963,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d5_en,wdi_000004,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.28110004495829344,0.04309997893869877,0.05759997293353081,0.11390005238354206,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d0_pt,wdi_000004,pt,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.35089999437332153,0.05540007259696722,0.08409994188696146,0.12909993529319763,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d0_en,wdi_000005,en,DATA_UNAVAILABLE,sealed_test,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.3432999365031719,0.05679996684193611,0.08659996092319489,0.1292000524699688,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d2_en,wdi_000005,en,SOURCE_RECOVERABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,0.32940006349235773,0.05489995237439871,0.08190004155039787,0.1230000052601099,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d3_en,wdi_000005,en,USER_RESOLVABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,0.30429998878389597,0.04910002462565899,0.07419998291879892,0.11509994510561228,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d5_en,wdi_000005,en,USER_RESOLVABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.2807000419124961,0.043599982745945454,0.05770009011030197,0.11269992683082819,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d0_pt,wdi_000005,pt,DATA_UNAVAILABLE,sealed_test,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.33350009471178055,0.05589995998889208,0.08200004231184721,0.12670003343373537,0.0,0.0,1.1
bm25,fast_only,wdi_000006_d0_en,wdi_000006,en,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.40769996121525764,0.06839993875473738,0.10429997928440571,0.15350000467151403,0.0,0.0,1.1
bm25,fast_only,wdi_000006_d2_en,wdi_000006,en,SOURCE_RECOVERABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,0.3410999197512865,0.054999953135848045,0.0860999571159482,0.12990005780011415,0.0,0.0,1.1
bm25,fast_only,wdi_000006_d3_en,wdi_000006,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,0.3062000032514334,0.05340005736798048,0.060699996538460255,0.12379989493638277,0.0,0.0,1.1
bm25,fast_only,wdi_000006_d5_en,wdi_000006,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.2797000342980027,0.04199997056275606,0.05909998435527086,0.11080002877861261,0.0,0.0,1.1
bm25,fast_only,wdi_000006_d0_pt,wdi_000006,pt,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.332399969920516,0.055200071074068546,0.08199992589652538,0.1278999261558056,0.0,0.0,1.1
bm25,fast_only,wdi_000007_d0_en,wdi_000007,en,CLEAR,validation,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.34559995401650667,0.05500006955116987,0.08389994036406279,0.1379000023007393,0.0,0.0,1.1
bm25,fast_only,wdi_000007_d2_en,wdi_000007,en,SOURCE_RECOVERABLE,validation,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,0.3285000566393137,0.0545999500900507,0.08350005373358727,0.1246000174432993,0.0,0.0,1.1
bm25,fast_only,wdi_000007_d3_en,wdi_000007,en,USER_RESOLVABLE,validation,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,0.31379994470626116,0.04889990668743849,0.06089999806135893,0.1319000730291009,0.0,0.0,1.1
bm25,fast_only,wdi_000007_d5_en,wdi_000007,en,USER_RESOLVABLE,validation,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.2976000541821122,0.047600013203918934,0.06420002318918705,0.11679995805025101,0.0,0.0,1.1
bm25,fast_only,wdi_000007_d0_pt,wdi_000007,pt,CLEAR,validation,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.3613999579101801,0.05889998283237219,0.08699996396899223,0.12670003343373537,0.0,0.0,1.1
bm25,fast_only,wdi_000008_d0_en,wdi_000008,en,DATA_UNAVAILABLE,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.3541000187397003,0.05680008325725794,0.08539995178580284,0.1270999200642109,0.0,0.0,1.1
bm25,fast_only,wdi_000008_d2_en,wdi_000008,en,SOURCE_RECOVERABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,0.3236000193282962,0.05389994475990534,0.0798000255599618,0.12049998622387648,0.0,0.0,1.1
bm25,fast_only,wdi_000008_d3_en,wdi_000008,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,0.29520003590732813,0.049400026910007,0.05949998740106821,0.11619995348155499,0.0,0.0,1.1
bm25,fast_only,wdi_000008_d5_en,wdi_000008,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.283299945294857,0.04329998046159744,0.058399979025125504,0.11300004553049803,0.0,0.0,1.1
bm25,fast_only,wdi_000008_d0_pt,wdi_000008,pt,DATA_UNAVAILABLE,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.32679992727935314,0.05559995770454407,0.08389994036406279,0.11800008360296488,0.0,0.0,1.1
bm25,fast_only,wdi_000009_d0_en,wdi_000009,en,CLEAR,sealed_test,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.353948,0.763159,0.0,0.2957000397145748,0.050200033001601696,0.06750004831701517,0.1118999207392335,0.0,0.0,1.1
bm25,fast_only,wdi_000009_d2_en,wdi_000009,en,SOURCE_RECOVERABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.378948,0.763159,0.0,0.30700000934302807,0.04880002234131098,0.06739993114024401,0.12280000373721123,0.0,0.0,1.1
bm25,fast_only,wdi_000009_d3_en,wdi_000009,en,USER_RESOLVABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,False,True,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,0.29239989817142487,0.050999922677874565,0.06079999729990959,0.11350004933774471,0.0,0.0,1.1
bm25,fast_only,wdi_000009_d5_en,wdi_000009,en,USER_RESOLVABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,False,True,1,1,1,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.28000003658235073,0.04239997360855341,0.057600089348852634,0.11409993749111891,0.0,0.0,1.1
bm25,fast_only,wdi_000009_d0_pt,wdi_000009,pt,CLEAR,sealed_test,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.353948,0.763159,0.0,0.30780001543462276,0.049600028432905674,0.08200004231184721,0.11129991617053747,0.0,0.0,1.1
bm25,fast_only,wdi_000009_cf_entity_en,wdi_000009,en,CLEAR,sealed_test,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.252192,0.590641,0.0,0.31100003980100155,0.055900076404213905,0.07589999586343765,0.11359993368387222,0.0,0.0,1.1
bm25,fast_only,wdi_000010_d0_en,wdi_000010,en,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,QUASAR,0.277192,0.590641,0.0,0.39379997178912163,0.05070003680884838,0.07139996159821749,0.19129994325339794,0.0,0.0,1.1
bm25,quasar_always,wdi_000001_d0_en,wdi_000001,en,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.289767,0.715891,0.0,1.3807999202981591,0.059900106862187386,0.3268999280408025,0.14590006321668625,0.0,0.13250007759779692,3.6
bm25,quasar_always,wdi_000001_d2_en,wdi_000001,en,SOURCE_RECOVERABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.314767,0.715891,0.0,1.270800014026463,0.05809997674077749,0.31619996298104525,0.1351999817416072,0.0,0.10850001126527786,3.6
bm25,quasar_always,wdi_000001_d3_en,wdi_000001,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.06557377049180328,FAST,0.1,0.0,0.0,1.0458999313414097,0.06059999577701092,0.25589996948838234,0.12459990102797747,0.0,0.07860001642256975,3.6
bm25,quasar_always,wdi_000001_d5_en,wdi_000001,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.06557377049180328,QUASAR,0.545,0.15,0.0,1.0369999799877405,0.05049991887062788,0.2490000333636999,0.1357999863103032,0.0,0.07920002099126577,3.6
bm25,quasar_always,wdi_000001_d0_pt,wdi_000001,pt,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.289767,0.715891,0.0,1.2001999421045184,0.06659992504864931,0.29909994918853045,0.14240003656595945,0.0,0.08300004992634058,3.6
bm25,quasar_always,wdi_000001_cf_entity_en,wdi_000001,en,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.253063,0.760211,0.0,1.1117999674752355,0.06870005745440722,0.2946000313386321,0.12959993910044432,0.0,0.07369997911155224,3.6
bm25,quasar_always,wdi_000002_d0_en,wdi_000002,en,DATA_UNAVAILABLE,development,NUMERIC_LOOKUP,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.05479452054794521,QUASAR,0.278063,0.760211,0.0,1.1535000521689653,0.060699996538460255,0.29850006103515625,0.11809996794909239,0.0,0.07789989467710257,3.6
bm25,quasar_always,wdi_000002_d2_en,wdi_000002,en,SOURCE_RECOVERABLE,development,INTENT_IDENTIFICATION,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.05479452054794521,QUASAR,0.303063,0.760211,0.0,1.2124000350013375,0.06509991362690926,0.31400006264448166,0.14190003275871277,0.0,0.0841999426484108,3.6
bm25,quasar_always,wdi_000002_d3_en,wdi_000002,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.06557377049180328,FAST,0.075,0.0,0.0,1.0900000343099236,0.058999983593821526,0.27820002287626266,0.13599998783320189,0.0,0.08070003241300583,3.6
bm25,quasar_always,wdi_000002_d5_en,wdi_000002,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.06557377049180328,QUASAR,0.545,0.15,0.0,1.0236999951303005,0.05309993866831064,0.26359991170465946,0.11560006532818079,0.0,0.07559999357908964,3.6
bm25,quasar_always,wdi_000002_d0_pt,wdi_000002,pt,DATA_UNAVAILABLE,development,NUMERIC_LOOKUP,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.05479452054794521,QUASAR,0.278063,0.760211,0.0,1.1826999252662063,0.06630003917962313,0.3131998237222433,0.1311000669375062,0.0,0.08060003165155649,3.6
bm25,quasar_always,wdi_000003_d0_en,wdi_000003,en,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,1.1539000552147627,0.06219989154487848,0.291000003926456,0.13340008445084095,0.0,0.07679988630115986,3.6
bm25,quasar_always,wdi_000003_d2_en,wdi_000003,en,SOURCE_RECOVERABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,1.1467000003904104,0.060399994254112244,0.2892998745664954,0.1300000585615635,0.0,0.07699988782405853,3.6
bm25,quasar_always,wdi_000003_d3_en,wdi_000003,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.06557377049180328,FAST,0.1,0.0,0.0,1.2134999269619584,0.056900084018707275,0.2605997724458575,0.12039998546242714,0.0,0.07529999129474163,3.6
bm25,quasar_always,wdi_000003_d5_en,wdi_000003,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.06557377049180328,QUASAR,0.545,0.15,0.0,1.5289000002667308,0.07790001109242439,0.3985001239925623,0.1716000260785222,0.0,0.11600006837397814,3.6
bm25,quasar_always,wdi_000003_d0_pt,wdi_000003,pt,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,1.5316000208258629,0.08190004155039787,0.3681001253426075,0.15789992175996304,0.0,0.13440009206533432,3.6
bm25,quasar_always,wdi_000004_d0_en,wdi_000004,en,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,1.281699980609119,0.06739993114024401,0.28440007008612156,0.11660007294267416,0.0,0.09749992750585079,3.6
bm25,quasar_always,wdi_000004_d2_en,wdi_000004,en,SOURCE_RECOVERABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,1.5276999911293387,0.07469998672604561,0.3302000695839524,0.16880000475794077,0.0,0.10259996633976698,3.6
bm25,quasar_always,wdi_000004_d3_en,wdi_000004,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.06557377049180328,FAST,0.1,0.0,0.0,0.9200999047607183,0.07280008867383003,0.21890003699809313,0.12949993833899498,0.0,0.061700004152953625,3.6
bm25,quasar_always,wdi_000004_d5_en,wdi_000004,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.7081000367179513,0.04339998122304678,0.17889996524900198,0.08220004383474588,0.0,0.05709996912628412,3.6
bm25,quasar_always,wdi_000004_d0_pt,wdi_000004,pt,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,1.0598000371828675,0.050999922677874565,0.2560000866651535,0.0871000811457634,0.0,0.10659999679774046,3.6
bm25,quasar_always,wdi_000005_d0_en,wdi_000005,en,DATA_UNAVAILABLE,sealed_test,NUMERIC_LOOKUP,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,0.7917999755591154,0.05550007335841656,0.20340015180408955,0.09280000813305378,0.0,0.054799835197627544,3.6
bm25,quasar_always,wdi_000005_d2_en,wdi_000005,en,SOURCE_RECOVERABLE,sealed_test,INTENT_IDENTIFICATION,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,1.263099955394864,0.050600036047399044,0.2839000662788749,0.13969989959150553,0.0,0.0926000066101551,3.6
bm25,quasar_always,wdi_000005_d3_en,wdi_000005,en,USER_RESOLVABLE,sealed_test,INTENT_IDENTIFICATION,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.06557377049180328,FAST,0.1,0.0,0.0,1.182100037112832,0.06400002166628838,0.2812999300658703,0.1338999718427658,0.0,0.08540006820112467,3.6
bm25,quasar_always,wdi_000005_d5_en,wdi_000005,en,USER_RESOLVABLE,sealed_test,INTENT_IDENTIFICATION,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.06557377049180328,QUASAR,0.545,0.15,0.0,1.172900083474815,0.05879998207092285,0.27560011949390173,0.13970001600682735,0.0,0.10519998613744974,3.6
bm25,quasar_always,wdi_000005_d0_pt,wdi_000005,pt,DATA_UNAVAILABLE,sealed_test,NUMERIC_LOOKUP,wdi,DEFER,DATA_NOT_AVAILABLE,False,False,3,1,3,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,1.595199923031032,0.06160000339150429,0.457499991171062,0.1990000018849969,0.0,0.09540002793073654,3.6
bm25,quasar_always,wdi_000006_d0_en,wdi_000006,en,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.28998,0.716599,0.0,1.4069000026211143,0.07200008258223534,0.32430002465844154,0.14479993842542171,0.0,0.11799985077232122,3.6
bm25,quasar_always,wdi_000006_d2_en,wdi_000006,en,SOURCE_RECOVERABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.05479452054794521,QUASAR,0.31498,0.716599,0.0,1.2045999756082892,0.07869990076869726,0.28979999478906393,0.14420005027204752,0.0,0.08320005144923925,3.6
bm25,quasar_always,wdi_000006_d3_en,wdi_000006,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.06557377049180328,FAST,0.1,0.0,0.0,1.250400091521442,0.06859994027763605,0.2916001249104738,0.13719999697059393,0.0,0.11340004857629538,3.6
bm25,quasar_always,wdi_000006_d5_en,wdi_000006,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,3,1,3,0.06557377049180328,QUASAR,0.545,0.15,0.0,0.9661000221967697,0.057299970649182796,0.2337999176234007,0.1159000676125288,0.0,0.07589987944811583,3.6
